n_his,gcn_h,att_h,ff_h,dropout,lr,wd,att_heads,val_rmse,elapsed_s
16,64,128,256,0.1,0.001,0.001,2,1.531491,5.0
16,64,128,256,0.1,0.001,0.001,4,1.343261,4.9
16,64,128,256,0.1,0.0005,0.0001,2,1.443498,4.8
16,64,128,256,0.1,0.0005,0.0001,4,1.388346,5.4
16,64,128,256,0.1,0.0005,0.001,2,1.361766,4.5
16,64,128,256,0.1,0.0005,0.001,4,1.410705,6.2
16,64,128,256,0.1,0.0001,0.0001,2,1.312209,5.6
16,64,128,256,0.1,0.0001,0.0001,4,1.285845,5.1
16,64,128,256,0.1,0.0001,0.001,2,1.296511,5.0
16,64,128,256,0.1,0.0001,0.001,4,1.27645,5.8
16,64,128,256,0.2,0.001,0.0001,2,1.693376,4.6
16,64,128,256,0.2,0.001,0.0001,4,1.44263,4.9
16,64,128,256,0.2,0.001,0.001,2,1.317039,5.8
16,64,128,256,0.2,0.001,0.001,4,1.396512,5.8
16,64,128,256,0.2,0.0005,0.0001,2,1.304892,5.1
16,64,128,256,0.2,0.0005,0.0001,4,1.424469,5.8
16,64,128,256,0.2,0.0005,0.001,2,1.352149,4.7
16,64,128,256,0.2,0.0005,0.001,4,1.399843,5.4
16,64,128,256,0.2,0.0001,0.0001,2,1.28627,7.9
16,64,128,256,0.2,0.0001,0.0001,4,1.298839,5.3
16,64,128,256,0.2,0.0001,0.001,2,1.27983,5.4
16,64,128,256,0.2,0.0001,0.001,4,1.290161,7.6
16,64,128,256,0.3,0.001,0.0001,2,1.603989,5.0
16,64,128,256,0.3,0.001,0.0001,4,1.467216,5.6
16,64,128,256,0.3,0.001,0.001,2,1.55707,5.0
16,64,128,256,0.3,0.001,0.001,4,1.523275,4.9
16,64,128,256,0.3,0.0005,0.0001,2,1.352053,4.6
16,64,128,256,0.3,0.0005,0.0001,4,1.493142,7.2
16,64,128,256,0.3,0.0005,0.001,2,1.400583,4.7
16,64,128,256,0.3,0.0005,0.001,4,1.426364,5.6
16,64,128,256,0.3,0.0001,0.0001,2,1.282328,5.6
16,64,128,256,0.3,0.0001,0.0001,4,1.282095,4.9
16,64,128,256,0.3,0.0001,0.001,2,1.288168,4.5
16,64,128,256,0.3,0.0001,0.001,4,1.286661,5.6
16,128,64,128,0.1,0.001,0.0001,2,1.42408,3.1
16,128,64,128,0.1,0.001,0.0001,4,1.446607,3.7
16,128,64,128,0.1,0.001,0.001,2,1.553668,3.4
16,128,64,128,0.1,0.001,0.001,4,1.424883,4.0
16,128,64,128,0.1,0.0005,0.0001,2,1.404813,3.0
16,128,64,128,0.1,0.0005,0.0001,4,1.360803,3.4
16,128,64,128,0.1,0.0005,0.001,2,1.392357,3.4
16,128,64,128,0.1,0.0005,0.001,4,1.401867,3.5
16,128,64,128,0.1,0.0001,0.0001,2,1.279745,4.0
16,128,64,128,0.1,0.0001,0.0001,4,1.295062,3.7
16,128,64,128,0.1,0.0001,0.001,2,1.299868,4.1
16,128,64,128,0.1,0.0001,0.001,4,1.297487,6.6
16,128,64,128,0.2,0.001,0.0001,2,1.372229,3.3
16,128,64,128,0.2,0.001,0.0001,4,1.577398,3.8
16,128,64,128,0.2,0.001,0.001,2,1.485044,3.4
16,128,64,128,0.2,0.001,0.001,4,1.527793,3.7
16,128,64,128,0.2,0.0005,0.0001,2,1.373816,4.0
16,128,64,128,0.2,0.0005,0.0001,4,1.35926,3.8
16,128,64,128,0.2,0.0005,0.001,2,1.415336,3.4
16,128,64,128,0.2,0.0005,0.001,4,1.369967,3.7
16,128,64,128,0.2,0.0001,0.0001,2,1.281922,3.4
16,128,64,128,0.2,0.0001,0.0001,4,1.29027,5.0
16,128,64,128,0.2,0.0001,0.001,2,1.300309,4.8
16,128,64,128,0.2,0.0001,0.001,4,1.281389,4.6
16,128,64,128,0.3,0.001,0.0001,2,1.447286,3.2
16,128,64,128,0.3,0.001,0.0001,4,1.448977,4.1
16,128,64,128,0.3,0.001,0.001,2,1.603242,3.5
16,128,64,128,0.3,0.001,0.001,4,1.581883,3.6
16,128,64,128,0.3,0.0005,0.0001,2,1.357538,3.0
16,128,64,128,0.3,0.0005,0.0001,4,1.357751,3.6
16,128,64,128,0.3,0.0005,0.001,2,1.400635,3.5
16,128,64,128,0.3,0.0005,0.001,4,1.34616,3.5
16,128,64,128,0.3,0.0001,0.0001,2,1.285222,3.3
16,128,64,128,0.3,0.0001,0.0001,4,1.298434,6.2
16,128,64,128,0.3,0.0001,0.001,2,1.291285,4.0
16,128,64,128,0.3,0.0001,0.001,4,1.292589,6.1
16,128,64,256,0.1,0.001,0.0001,2,1.510086,3.9
16,128,64,256,0.1,0.001,0.0001,4,1.498708,4.1
16,128,64,256,0.1,0.001,0.001,2,1.510177,3.7
16,128,64,256,0.1,0.001,0.001,4,1.514561,4.1
16,128,64,256,0.1,0.0005,0.0001,2,1.384331,3.6
16,128,64,256,0.1,0.0005,0.0001,4,1.426624,5.1
16,128,64,256,0.1,0.0005,0.001,2,1.449842,4.0
16,128,64,256,0.1,0.0005,0.001,4,1.447594,3.9
16,128,64,256,0.1,0.0001,0.0001,2,1.285273,5.2
16,128,64,256,0.1,0.0001,0.0001,4,1.290071,4.1
16,128,64,256,0.1,0.0001,0.001,2,1.297614,5.4
16,128,64,256,0.1,0.0001,0.001,4,1.291058,4.5
16,128,64,256,0.2,0.001,0.0001,2,1.432516,3.7
16,128,64,256,0.2,0.001,0.0001,4,1.489023,4.3
16,128,64,256,0.2,0.001,0.001,2,1.464564,3.9
16,128,64,256,0.2,0.001,0.001,4,1.47049,4.2
16,128,64,256,0.2,0.0005,0.0001,2,1.405353,3.8
16,128,64,256,0.2,0.0005,0.0001,4,1.419135,3.9
16,128,64,256,0.2,0.0005,0.001,2,1.455514,4.2
16,128,64,256,0.2,0.0005,0.001,4,1.41678,4.9
16,128,64,256,0.2,0.0001,0.0001,2,1.298359,6.2
16,128,64,256,0.2,0.0001,0.0001,4,1.293681,4.2
16,128,64,256,0.2,0.0001,0.001,2,1.275663,4.0
16,128,64,256,0.2,0.0001,0.001,4,1.287414,4.1
16,128,64,256,0.3,0.001,0.0001,2,1.468682,3.8
16,128,64,256,0.3,0.001,0.0001,4,1.512611,4.2
16,128,64,256,0.3,0.001,0.001,2,1.57014,4.5
16,128,64,256,0.3,0.001,0.001,4,1.532577,4.2
16,128,64,256,0.3,0.0005,0.0001,2,1.390037,4.0
16,128,64,256,0.3,0.0005,0.0001,4,1.417057,4.5
16,128,64,256,0.3,0.0005,0.001,2,1.361604,3.8
16,128,64,256,0.3,0.0005,0.001,4,1.413383,4.3
16,128,64,256,0.3,0.0001,0.0001,2,1.271631,4.7
16,128,64,256,0.3,0.0001,0.0001,4,1.285501,5.8
16,128,64,256,0.3,0.0001,0.001,2,1.290808,6.9
16,128,64,256,0.3,0.0001,0.001,4,1.287527,7.2
16,128,128,128,0.1,0.001,0.0001,2,1.429796,4.5
16,128,128,128,0.1,0.001,0.0001,4,1.482206,5.0
16,128,128,128,0.1,0.001,0.001,2,1.396916,4.3
16,128,128,128,0.1,0.001,0.001,4,1.430879,4.7
16,128,128,128,0.1,0.0005,0.0001,2,1.395655,4.3
16,128,128,128,0.1,0.0005,0.0001,4,1.424924,5.1
16,128,128,128,0.1,0.0005,0.001,2,1.451744,4.2
16,128,128,128,0.1,0.0005,0.001,4,1.421145,5.0
16,128,128,128,0.1,0.0001,0.0001,2,1.321057,5.9
16,128,128,128,0.1,0.0001,0.0001,4,1.290474,5.0
16,128,128,128,0.1,0.0001,0.001,2,1.287803,4.2
16,128,128,128,0.1,0.0001,0.001,4,1.291301,5.0
16,128,128,128,0.2,0.001,0.0001,2,1.580517,4.9
16,128,128,128,0.2,0.001,0.0001,4,1.403599,4.8
16,128,128,128,0.2,0.001,0.001,2,1.3917,4.1
16,128,128,128,0.2,0.001,0.001,4,1.514652,5.0
16,128,128,128,0.2,0.0005,0.0001,2,1.380162,4.4
16,128,128,128,0.2,0.0005,0.0001,4,1.38633,5.0
16,128,128,128,0.2,0.0005,0.001,2,1.371351,4.6
16,128,128,128,0.2,0.0005,0.001,4,1.358046,5.0
16,128,128,128,0.2,0.0001,0.0001,2,1.296285,6.3
16,128,128,128,0.2,0.0001,0.0001,4,1.303726,7.0
16,128,128,128,0.2,0.0001,0.001,2,1.300611,6.4
16,128,128,128,0.2,0.0001,0.001,4,1.294264,4.7
16,128,128,128,0.3,0.001,0.0001,2,1.448821,4.8
16,128,128,128,0.3,0.001,0.0001,4,1.458077,4.9
16,128,128,128,0.3,0.001,0.001,2,1.534228,4.3
16,128,128,128,0.3,0.001,0.001,4,1.489081,4.5
16,128,128,128,0.3,0.0005,0.0001,2,1.32083,4.1
16,128,128,128,0.3,0.0005,0.0001,4,1.402642,5.2
16,128,128,128,0.3,0.0005,0.001,2,1.481168,4.4
16,128,128,128,0.3,0.0005,0.001,4,1.380676,4.3
16,128,128,128,0.3,0.0001,0.0001,2,1.315779,6.7
16,128,128,128,0.3,0.0001,0.0001,4,1.290289,4.7
16,128,128,128,0.3,0.0001,0.001,2,1.290261,6.5
16,128,128,128,0.3,0.0001,0.001,4,1.279944,5.5
16,128,128,256,0.1,0.001,0.0001,2,1.396204,4.9
16,128,128,256,0.1,0.001,0.0001,4,1.424907,5.3
16,128,128,256,0.1,0.001,0.001,2,1.428622,5.3
16,128,128,256,0.1,0.001,0.001,4,1.396663,5.0
16,128,128,256,0.1,0.0005,0.0001,2,1.409635,5.3
16,128,128,256,0.1,0.0005,0.0001,4,1.445302,5.2
16,128,128,256,0.1,0.0005,0.001,2,1.369938,5.4
16,128,128,256,0.1,0.0005,0.001,4,1.440035,6.7
16,128,128,256,0.1,0.0001,0.0001,2,1.320573,5.2
16,128,128,256,0.1,0.0001,0.0001,4,1.332153,8.8
16,128,128,256,0.1,0.0001,0.001,2,1.297081,5.1
16,128,128,256,0.1,0.0001,0.001,4,1.301696,5.4
16,128,128,256,0.2,0.001,0.0001,2,1.440004,5.2
16,128,128,256,0.2,0.001,0.0001,4,1.372614,5.6
16,128,128,256,0.2,0.001,0.001,2,1.385404,5.2
16,128,128,256,0.2,0.001,0.001,4,1.554392,6.2
16,128,128,256,0.2,0.0005,0.0001,2,1.402524,4.7
16,128,128,256,0.2,0.0005,0.0001,4,1.504687,5.9
16,128,128,256,0.2,0.0005,0.001,2,1.529976,4.7
16,128,128,256,0.2,0.0005,0.001,4,1.390843,6.0
16,128,128,256,0.2,0.0001,0.0001,2,1.285926,4.7
16,128,128,256,0.2,0.0001,0.0001,4,1.30085,5.9
16,128,128,256,0.2,0.0001,0.001,2,1.297992,4.7
16,128,128,256,0.2,0.0001,0.001,4,1.28504,5.4
16,128,128,256,0.3,0.001,0.0001,2,1.552319,5.4
16,128,128,256,0.3,0.001,0.0001,4,1.589985,5.5
16,128,128,256,0.3,0.001,0.001,2,1.410556,6.8
16,128,128,256,0.3,0.001,0.001,4,1.611913,6.7
16,128,128,256,0.3,0.0005,0.0001,2,1.428262,5.4
16,128,128,256,0.3,0.0005,0.0001,4,1.383392,5.3
16,128,128,256,0.3,0.0005,0.001,2,1.438688,5.1
16,128,128,256,0.3,0.0005,0.001,4,1.423976,5.2
16,128,128,256,0.3,0.0001,0.0001,2,1.302214,4.8
16,128,128,256,0.3,0.0001,0.0001,4,1.288397,6.4
16,128,128,256,0.3,0.0001,0.001,2,1.273238,4.8
16,128,128,256,0.3,0.0001,0.001,4,1.296238,5.4
16,256,64,128,0.1,0.001,0.0001,2,1.470393,4.2
16,256,64,128,0.1,0.001,0.0001,4,1.535339,4.7
16,256,64,128,0.1,0.001,0.001,2,1.38238,4.2
16,256,64,128,0.1,0.001,0.001,4,1.48813,4.7
16,256,64,128,0.1,0.0005,0.0001,2,1.406675,4.5
16,256,64,128,0.1,0.0005,0.0001,4,1.391636,4.6
16,256,64,128,0.1,0.0005,0.001,2,1.424646,4.1
16,256,64,128,0.1,0.0005,0.001,4,1.40643,4.9
16,256,64,128,0.1,0.0001,0.0001,2,1.311179,4.8
16,256,64,128,0.1,0.0001,0.0001,4,1.29813,4.9
16,256,64,128,0.1,0.0001,0.001,2,1.309733,4.1
16,256,64,128,0.1,0.0001,0.001,4,1.290009,4.8
16,256,64,128,0.2,0.001,0.0001,2,1.488588,4.1
16,256,64,128,0.2,0.001,0.0001,4,1.354109,4.8
16,256,64,128,0.2,0.001,0.001,2,1.416715,4.7
16,256,64,128,0.2,0.001,0.001,4,1.467369,4.4
16,256,64,128,0.2,0.0005,0.0001,2,1.399775,4.7
16,256,64,128,0.2,0.0005,0.0001,4,1.409559,4.9
16,256,64,128,0.2,0.0005,0.001,2,1.497757,4.3
16,256,64,128,0.2,0.0005,0.001,4,1.471409,4.6
16,256,64,128,0.2,0.0001,0.0001,2,1.309408,4.8
16,256,64,128,0.2,0.0001,0.0001,4,1.309712,4.5
16,256,64,128,0.2,0.0001,0.001,2,1.309839,5.7
16,256,64,128,0.2,0.0001,0.001,4,1.31863,6.0
16,256,64,128,0.3,0.001,0.0001,2,1.490537,4.4
16,256,64,128,0.3,0.001,0.0001,4,1.365791,4.6
16,256,64,128,0.3,0.001,0.001,2,1.384894,4.2
16,256,64,128,0.3,0.001,0.001,4,1.460857,4.8
16,256,64,128,0.3,0.0005,0.0001,2,1.396056,4.1
16,256,64,128,0.3,0.0005,0.0001,4,1.466292,4.8
16,256,64,128,0.3,0.0005,0.001,2,1.448992,4.5
16,256,64,128,0.3,0.0005,0.001,4,1.484088,4.7
16,256,64,128,0.3,0.0001,0.0001,2,1.318299,5.8
16,256,64,128,0.3,0.0001,0.0001,4,1.297754,4.5
16,256,64,128,0.3,0.0001,0.001,2,1.302268,4.8
16,256,64,128,0.3,0.0001,0.001,4,1.32401,5.7
16,256,64,256,0.1,0.001,0.0001,2,1.408002,5.2
16,256,64,256,0.1,0.001,0.0001,4,1.389489,5.4
16,256,64,256,0.1,0.001,0.001,2,1.622795,4.9
16,256,64,256,0.1,0.001,0.001,4,1.361892,5.2
16,256,64,256,0.1,0.0005,0.0001,2,1.383951,5.1
16,256,64,256,0.1,0.0005,0.0001,4,1.449279,5.6
16,256,64,256,0.1,0.0005,0.001,2,1.46543,5.0
16,256,64,256,0.1,0.0005,0.001,4,1.425803,5.2
16,256,64,256,0.1,0.0001,0.0001,2,1.310442,5.8
16,256,64,256,0.1,0.0001,0.0001,4,1.333533,5.9
16,256,64,256,0.1,0.0001,0.001,2,1.317971,5.9
16,256,64,256,0.1,0.0001,0.001,4,1.346785,6.3
16,256,64,256,0.2,0.001,0.0001,2,1.490676,4.6
16,256,64,256,0.2,0.001,0.0001,4,1.368188,5.6
16,256,64,256,0.2,0.001,0.001,2,1.333048,4.9
16,256,64,256,0.2,0.001,0.001,4,1.412409,5.4
16,256,64,256,0.2,0.0005,0.0001,2,1.390855,4.6
16,256,64,256,0.2,0.0005,0.0001,4,1.436744,4.9
16,256,64,256,0.2,0.0005,0.001,2,1.39651,4.7
16,256,64,256,0.2,0.0005,0.001,4,1.445139,5.6
16,256,64,256,0.2,0.0001,0.0001,2,1.314577,5.9
16,256,64,256,0.2,0.0001,0.0001,4,1.285142,5.6
16,256,64,256,0.2,0.0001,0.001,2,1.297279,4.9
16,256,64,256,0.2,0.0001,0.001,4,1.311749,5.2
16,256,64,256,0.3,0.001,0.0001,2,1.407457,4.8
16,256,64,256,0.3,0.001,0.0001,4,1.370277,5.5
16,256,64,256,0.3,0.001,0.001,2,1.43995,4.6
16,256,64,256,0.3,0.001,0.001,4,1.46751,5.3
16,256,64,256,0.3,0.0005,0.0001,2,1.379627,4.9
16,256,64,256,0.3,0.0005,0.0001,4,1.390076,5.4
16,256,64,256,0.3,0.0005,0.001,2,1.445673,5.8
16,256,64,256,0.3,0.0005,0.001,4,1.436785,6.1
16,256,64,256,0.3,0.0001,0.0001,2,1.302034,8.0
16,256,64,256,0.3,0.0001,0.0001,4,1.318794,5.5
16,256,64,256,0.3,0.0001,0.001,2,1.287566,4.9
16,256,64,256,0.3,0.0001,0.001,4,1.294394,5.5
16,256,128,128,0.1,0.001,0.0001,2,1.407208,5.9
16,256,128,128,0.1,0.001,0.0001,4,1.469082,6.4
16,256,128,128,0.1,0.001,0.001,2,1.555839,5.4
16,256,128,128,0.1,0.001,0.001,4,1.342826,6.2
16,256,128,128,0.1,0.0005,0.0001,2,1.435265,6.5
16,256,128,128,0.1,0.0005,0.0001,4,1.387735,6.4
16,256,128,128,0.1,0.0005,0.001,2,1.456089,6.2
16,256,128,128,0.1,0.0005,0.001,4,1.424407,6.8
16,256,128,128,0.1,0.0001,0.0001,2,1.302601,6.5
16,256,128,128,0.1,0.0001,0.0001,4,1.30871,6.4
16,256,128,128,0.1,0.0001,0.001,2,1.337478,7.0
16,256,128,128,0.1,0.0001,0.001,4,1.3182,8.3
16,256,128,128,0.2,0.001,0.0001,2,1.396257,8.0
16,256,128,128,0.2,0.001,0.0001,4,1.438497,7.2
16,256,128,128,0.2,0.001,0.001,2,1.401072,5.6
16,256,128,128,0.2,0.001,0.001,4,1.403218,6.6
16,256,128,128,0.2,0.0005,0.0001,2,1.46685,7.0
16,256,128,128,0.2,0.0005,0.0001,4,1.404653,6.8
16,256,128,128,0.2,0.0005,0.001,2,1.416645,6.4
16,256,128,128,0.2,0.0005,0.001,4,1.40596,6.0
16,256,128,128,0.2,0.0001,0.0001,2,1.319466,7.5
16,256,128,128,0.2,0.0001,0.0001,4,1.314665,8.1
16,256,128,128,0.2,0.0001,0.001,2,1.303857,6.6
16,256,128,128,0.2,0.0001,0.001,4,1.308018,7.8
16,256,128,128,0.3,0.001,0.0001,2,1.48841,6.0
16,256,128,128,0.3,0.001,0.0001,4,1.477539,6.7
16,256,128,128,0.3,0.001,0.001,2,1.419329,6.0
16,256,128,128,0.3,0.001,0.001,4,1.391821,6.4
16,256,128,128,0.3,0.0005,0.0001,2,1.426818,6.4
16,256,128,128,0.3,0.0005,0.0001,4,1.443524,6.9
16,256,128,128,0.3,0.0005,0.001,2,1.426408,6.5
16,256,128,128,0.3,0.0005,0.001,4,1.363517,6.4
16,256,128,128,0.3,0.0001,0.0001,2,1.31307,7.7
16,256,128,128,0.3,0.0001,0.0001,4,1.315835,8.7
16,256,128,128,0.3,0.0001,0.001,2,1.338073,8.5
16,256,128,128,0.3,0.0001,0.001,4,1.300029,7.2
16,256,128,256,0.1,0.001,0.0001,2,1.354316,6.6
16,256,128,256,0.1,0.001,0.0001,4,1.399864,6.9
16,256,128,256,0.1,0.001,0.001,2,1.551263,6.3
16,256,128,256,0.1,0.001,0.001,4,1.385387,6.9
16,256,128,256,0.1,0.0005,0.0001,2,1.458953,7.5
16,256,128,256,0.1,0.0005,0.0001,4,1.486096,7.7
16,256,128,256,0.1,0.0005,0.001,2,1.406441,6.2
16,256,128,256,0.1,0.0005,0.001,4,1.429696,7.2
16,256,128,256,0.1,0.0001,0.0001,2,1.326746,7.6
16,256,128,256,0.1,0.0001,0.0001,4,1.304796,6.7
16,256,128,256,0.1,0.0001,0.001,2,1.332276,7.2
16,256,128,256,0.1,0.0001,0.001,4,1.310698,6.5
16,256,128,256,0.2,0.001,0.0001,2,1.532252,6.7
16,256,128,256,0.2,0.001,0.0001,4,1.440026,7.0
16,256,128,256,0.2,0.001,0.001,2,1.403461,6.3
16,256,128,256,0.2,0.001,0.001,4,1.575362,7.1
16,256,128,256,0.2,0.0005,0.0001,2,1.393722,6.3
16,256,128,256,0.2,0.0005,0.0001,4,1.355931,7.4
16,256,128,256,0.2,0.0005,0.001,2,1.455039,6.6
16,256,128,256,0.2,0.0005,0.001,4,1.467198,7.2
16,256,128,256,0.2,0.0001,0.0001,2,1.318449,8.3
16,256,128,256,0.2,0.0001,0.0001,4,1.294118,6.4
16,256,128,256,0.2,0.0001,0.001,2,1.287294,6.3
16,256,128,256,0.2,0.0001,0.001,4,1.322551,9.1
16,256,128,256,0.3,0.001,0.0001,2,1.47728,6.6
16,256,128,256,0.3,0.001,0.0001,4,1.485004,7.1
16,256,128,256,0.3,0.001,0.001,2,1.37506,6.9
16,256,128,256,0.3,0.001,0.001,4,1.43651,6.8
16,256,128,256,0.3,0.0005,0.0001,2,1.452214,7.6
16,256,128,256,0.3,0.0005,0.0001,4,1.42696,7.6
16,256,128,256,0.3,0.0005,0.001,2,1.393833,6.4
16,256,128,256,0.3,0.0005,0.001,4,1.454084,6.7
16,256,128,256,0.3,0.0001,0.0001,2,1.311948,6.7
16,256,128,256,0.3,0.0001,0.0001,4,1.302203,6.4
16,256,128,256,0.3,0.0001,0.001,2,1.315659,9.0
16,256,128,256,0.3,0.0001,0.001,4,1.304045,8.8
